model,source,target,row,kind,features,random_indices,original_score,named_drop,random_drop,advantage
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,1476691,own,"['duration_in', 'duration_out']","[[17, 15], [5, 1], [38, 37]]",0.6871594786643982,0.0,0.0011082092920938758,-0.0011082092920938758
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,1563527,own,"['duration_in', 'duration_out', 'num_pkts_1024_to_1514_bytes']","[[29, 28, 11], [23, 11, 33], [15, 10, 29]]",0.70941561460495,0.0,0.0001391768455505371,-0.0001391768455505371
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,1849062,own,"['duration_in', 'duration_out', 'num_pkts_1024_to_1514_bytes']","[[8, 0, 20], [6, 27, 2], [2, 20, 36]]",0.7107977271080017,0.0,0.009857018788655636,-0.009857018788655636
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,187230,detector,"['in_bytes', 'tcp_flags', 'dns_query_type']","[[15, 11, 4], [2, 0, 36], [3, 12, 11]]",0.9920955896377563,0.056051552295684814,0.0176750818888346,0.038376470406850216
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,427982,detector,"['longest_flow_pkt', 'num_pkts_128_to_256_bytes', 'num_pkts_256_to_512_bytes']","[[18, 20, 29], [15, 37, 31], [21, 22, 30]]",0.9966554045677185,9.226799011230469e-05,0.0017354885737100867,-0.001643220583597782
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,553221,detector,"['in_bytes', 'in_pkts', 'tcp_flags']","[[22, 23, 17], [1, 11, 20], [23, 31, 35]]",0.9949584007263184,0.021123826503753662,-0.00048595666885375977,0.021609783172607422
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,1028022,detector,"['tcp_flags', 'max_ttl', 'client_tcp_flags']","[[11, 8, 28], [9, 4, 10], [27, 23, 18]]",0.9931516647338867,0.26177287101745605,0.0014126102129617957,0.26036026080449426
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,1048656,detector,"['tcp_flags', 'max_ttl', 'client_tcp_flags']","[[12, 33, 34], [32, 2, 24], [34, 22, 2]]",0.9986177682876587,0.05600398778915405,0.00027587016423546995,0.05572811762491858
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,1058443,detector,"['duration_in', 'duration_out']","[[16, 36], [28, 0], [31, 30]]",0.9996753334999084,0.0,-5.2670637766483175e-05,5.2670637766483175e-05
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,1104934,detector,"['num_pkts_up_to_128_bytes', 'tcp_win_max_in', 'max_ttl']","[[3, 9, 6], [38, 31, 33], [17, 14, 19]]",0.9899466633796692,0.02723151445388794,-0.0010340611139932898,0.02826557556788123
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,1236137,detector,"['duration_in', 'duration_out']","[[18, 29], [24, 1], [22, 0]]",0.9997088313102722,0.0,1.621246337890625e-05,-1.621246337890625e-05
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,1245641,detector,"['duration_in', 'duration_out']","[[16, 6], [33, 8], [19, 8]]",0.9995256662368774,0.0008780360221862793,0.0019479195276895789,-0.0010698835055032996
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,1423118,detector,"['duration_in', 'duration_out']","[[25, 23], [6, 14], [32, 33]]",0.9999804496765137,0.0,6.953875223425499e-07,-6.953875223425499e-07
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,1476691,detector,"['num_pkts_up_to_128_bytes', 'dst_to_src_avg_throughput']","[[17, 15], [5, 1], [38, 37]]",0.9984084367752075,0.009928107261657715,-6.713469823205198e-05,0.009995241959889767
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,1563527,detector,"['in_bytes', 'dns_query_type', 'tcp_flags']","[[29, 28, 11], [23, 11, 33], [15, 10, 29]]",0.991803765296936,0.06946539878845215,0.0014431277910867957,0.06802227099736535
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,1849062,detector,"['duration_in', 'duration_out']","[[8, 0], [6, 27], [2, 20]]",0.9999063014984131,0.0,0.0,0.0
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,1871037,detector,"['duration_in', 'duration_out']","[[8, 7], [7, 34], [12, 34]]",0.9737437963485718,-0.004885256290435791,-0.001589496930440304,-0.003295759359995487
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,1942006,detector,"['in_bytes', 'out_pkts', 'num_pkts_up_to_128_bytes']","[[4, 19, 16], [24, 17, 20], [4, 38, 37]]",0.5590816140174866,0.3722459077835083,-0.010799547036488888,0.3830454548199972
Qwen/Qwen2.5-0.5B-Instruct,ids2018,unsw,1971157,detector,"['duration_in', 'num_pkts_128_to_256_bytes']","[[18, 28], [31, 6], [0, 38]]",0.9988330602645874,0.002786576747894287,0.0016713738441467285,0.0011152029037475586
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,526672,own,"['duration_in', 'duration_out', 'num_pkts_1024_to_1514_bytes']","[[26, 16, 34], [33, 20, 28], [2, 4, 6]]",0.716492235660553,0.0,0.0034489830334981653,-0.0034489830334981653
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,863548,own,"['duration_in', 'duration_out']","[[20, 28], [28, 17], [11, 33]]",0.6729381680488586,-0.02623075246810913,0.00038544336954748903,-0.02661619583765662
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,1247706,own,"['duration_in', 'duration_out']","[[17, 22], [24, 2], [9, 19]]",0.6935605406761169,-0.02115112543106079,-0.005790293216705322,-0.015360832214355469
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,3202532,own,"['duration_in', 'duration_out', 'num_pkts_1024_to_1514_bytes']","[[7, 17, 33], [36, 16, 25], [24, 33, 7]]",0.7050803303718567,-0.008541882038116455,0.0003291765848795203,-0.008871058622995975
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,3228906,own,"['duration_in', 'duration_out', 'num_pkts_1024_to_1514_bytes']","[[7, 10, 9], [28, 13, 1], [2, 3, 5]]",0.7192800641059875,0.0,0.00866711139678955,-0.00866711139678955
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,6392601,own,"['duration_in', 'duration_out', 'num_pkts_1024_to_1514_bytes']","[[29, 26, 13], [24, 12, 4], [6, 18, 15]]",0.7050232291221619,0.0,-0.0018430550893148157,0.0018430550893148157
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,8475280,own,"['duration_in', 'duration_out', 'num_pkts_1024_to_1514_bytes']","[[13, 29, 16], [22, 1, 36], [26, 33, 36]]",0.708308756351471,-0.02292269468307495,0.002326488494873047,-0.025249183177947998
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,8632909,own,"['duration_in', 'duration_out']","[[25, 28], [28, 38], [4, 18]]",0.7050799131393433,-0.020277023315429688,0.004414041837056515,-0.024691065152486202
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,9041050,own,"['duration_in', 'duration_out']","[[33, 18], [31, 17], [5, 24]]",0.7042709589004517,-0.020463109016418457,0.003484825293223026,-0.023947934309641483
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,9563273,own,"['duration_in', 'duration_out', 'num_pkts_1024_to_1514_bytes']","[[11, 34, 31], [33, 23, 2], [8, 31, 33]]",0.7180660963058472,0.0,0.005028227965036991,-0.005028227965036991
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,13843066,own,"['duration_in', 'duration_out', 'num_pkts_1024_to_1514_bytes']","[[31, 16, 8], [22, 30, 15], [24, 5, 32]]",0.7153183817863464,0.0,0.005116581916809082,-0.005116581916809082
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,15077162,own,"['duration_in', 'duration_out']","[[32, 26], [24, 18], [2, 0]]",0.698581337928772,0.0,-0.0036104520161946985,0.0036104520161946985
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,16435528,own,"['duration_in', 'duration_out', 'num_pkts_1024_to_1514_bytes']","[[38, 33, 34], [29, 22, 33], [11, 7, 21]]",0.7175503373146057,0.0,0.006285528341929081,-0.006285528341929081
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,504154,detector,"['duration_in', 'dst_to_src_second_bytes']","[[34, 5], [0, 9], [12, 3]]",0.9743263125419617,0.25802987813949585,-0.002144753932952881,0.26017463207244873
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,1247706,detector,"['tcp_win_max_in', 'l7_proto', 'duration_in']","[[17, 22, 0], [24, 2, 34], [9, 19, 5]]",0.9999563694000244,0.12523752450942993,0.00018890698750817503,0.12504861752192176
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,3228906,detector,"['in_bytes', 'dns_query_type', 'tcp_flags']","[[7, 10, 9], [28, 13, 1], [2, 3, 5]]",0.9958471059799194,0.02426367998123169,0.003338952859242794,0.020924727121988895
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,5124375,detector,"['dst_to_src_second_bytes', 'duration_in', 'out_pkts']","[[37, 38, 4], [20, 19, 12], [10, 0, 9]]",0.9996898174285889,0.0025187134742736816,0.00033718347549438477,0.002181529998779297
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,5998673,detector,"['tcp_win_max_in', 'l7_proto', 'duration_in']","[[38, 28, 9], [15, 12, 1], [30, 33, 34]]",0.9999264478683472,0.2419726848602295,0.00017170111338293825,0.24180098374684655
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,8535025,detector,"['tcp_win_max_in', 'l7_proto', 'duration_in']","[[16, 37, 9], [22, 38, 18], [17, 8, 7]]",0.9999213218688965,0.2869243621826172,0.002284705638885498,0.2846396565437317
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,8632909,detector,"['tcp_win_max_in', 'l7_proto', 'duration_in']","[[25, 28, 5], [28, 38, 29], [4, 18, 10]]",0.999951958656311,0.1644066572189331,3.2782554626464844e-05,0.16437387466430664
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,9041050,detector,"['tcp_win_max_in', 'l7_proto', 'duration_in']","[[33, 18, 34], [31, 17, 21], [5, 24, 20]]",0.999951958656311,0.16057831048965454,0.0004827777544657019,0.16009553273518884
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,13843066,detector,"['tcp_flags', 'longest_flow_pkt', 'client_tcp_flags']","[[31, 16, 8], [22, 30, 15], [24, 5, 32]]",0.9942180514335632,0.0766720175743103,0.0035128394762674597,0.07315917809804284
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,15077162,detector,"['src_to_dst_avg_throughput', 'dst_to_src_avg_throughput']","[[32, 26], [24, 18], [2, 0]]",0.9999147653579712,0.014438867568969727,4.939238230383669e-05,0.01438947518666589
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,15680092,detector,"['in_bytes', 'tcp_win_max_in']","[[10, 30], [15, 7], [27, 21]]",0.9994022846221924,0.07242763042449951,4.216035207116331e-05,0.07238547007242835
Qwen/Qwen2.5-0.5B-Instruct,ids2018,ids2018,16716642,detector,"['tcp_win_max_in', 'duration_in']","[[27, 30], [21, 36], [5, 13]]",0.999906063079834,0.17907696962356567,0.00014138221740722656,0.17893558740615845
